transaction_id,store_id,product_id,customer_id,quantity,total_amount,transaction_date
655,1,46,124,4,1879.84,2023-08-04
656,2,13,50,3,337.92,2023-07-24
657,1,12,55,3,831.21,2024-03-22
658,10,22,105,5,627.25,2023-04-05
659,7,1,166,5,831.75,2023-07-10
660,4,1,187,3,499.05,2024-08-24
661,10,7,50,5,1836.9,2024-09-19
662,10,15,176,1,236.77,2024-11-24
663,7,44,114,2,950.96,2023-11-24
664,2,9,177,1,45.54,2023-02-27
665,3,12,163,1,277.07,2023-09-16
666,2,38,167,4,889.16,2024-02-23
667,3,30,134,5,2029.3,2024-06-08
668,6,46,66,5,2349.8,2024-08-05
669,5,39,67,4,1087.36,2023-03-25
670,8,7,15,1,367.38,2023-12-04
671,4,21,57,3,1386.57,2023-02-06
672,8,37,126,5,646.65,2023-06-08
673,10,19,43,5,589.25,2024-05-13
674,6,18,139,1,313.33,2024-09-01
675,10,44,64,2,950.96,2024-10-19
676,1,22,123,4,501.8,2024-02-24
677,9,20,59,2,589.38,2023-03-13
678,8,39,154,4,1087.36,2023-09-22
679,1,46,165,3,1409.88,2024-01-30
680,6,38,194,2,444.58,2024-09-18
681,3,9,110,5,227.7,2023-05-29
682,8,23,9,2,754.08,2024-05-20
683,3,31,197,2,477.64,2024-04-15
684,3,42,105,2,500.3,2024-02-04
685,10,7,171,4,1469.52,2023-01-24
686,4,7,136,2,734.76,2024-11-13
687,3,35,2,1,468.79,2024-03-11
688,6,37,20,1,129.33,2023-12-28
689,3,30,123,3,1217.58,2023-11-30
690,7,28,119,4,571.96,2023-01-20
691,9,23,182,3,1131.12,2024-09-27
692,4,14,171,1,214.24,2023-08-22
693,3,38,124,5,1111.45,2024-01-07
694,5,40,26,3,1043.43,2024-12-03
695,4,47,7,4,859.04,2023-03-31
696,3,33,45,3,1222.83,2024-10-07
697,10,8,63,1,14.08,2024-02-04
698,7,4,120,3,1078.38,2023-01-06
699,3,33,37,1,407.61,2024-01-16
700,7,6,139,4,1959.04,2024-03-23
701,5,21,168,5,2310.95,2024-12-22
702,3,8,159,1,14.08,2023-03-14
703,8,29,122,5,1820.3,2023-02-20
704,1,22,30,3,376.35,2024-11-29
705,7,12,2,1,277.07,2024-04-19
706,8,15,27,1,236.77,2024-12-15
707,2,10,33,2,83.0,2023-08-16
708,9,1,16,2,332.7,2023-05-23
709,8,16,184,5,2280.15,2024-01-25
710,5,45,52,3,344.34,2023-07-16
711,10,6,139,4,1959.04,2023-04-20
712,9,32,10,2,277.16,2024-02-18
713,2,33,166,5,2038.05,2024-06-13
714,1,29,39,3,1092.18,2023-04-12
715,8,12,99,2,554.14,2023-04-09
716,4,45,123,5,573.9,2024-07-31
717,4,31,62,5,1194.1,2024-02-20
718,3,15,55,1,236.77,2024-04-30
719,8,9,151,4,182.16,2023-12-27
720,8,46,140,1,469.96,2023-10-18
721,6,22,144,4,501.8,2024-12-26
722,9,32,152,4,554.32,2023-09-20
723,5,46,72,5,2349.8,2024-04-13
724,8,26,94,1,364.64,2023-01-05
725,9,36,58,1,410.32,2023-11-07
726,10,32,170,4,554.32,2023-10-19
727,3,27,99,4,920.44,2023-11-04
728,3,15,164,5,1183.85,2024-03-04
729,5,28,48,5,714.95,2024-04-22
730,4,22,81,5,627.25,2024-11-19
731,3,30,77,5,2029.3,2024-06-25
732,4,9,46,2,91.08,2024-08-03
733,3,42,6,4,1000.6,2023-06-13
734,1,46,32,2,939.92,2023-11-26
735,1,44,61,3,1426.44,2023-09-10
736,9,11,175,1,45.1,2024-03-29
737,1,47,45,5,1073.8,2023-07-03
738,4,8,119,1,14.08,2024-03-23
739,1,6,65,4,1959.04,2023-09-15
740,5,18,123,2,626.66,2024-11-07
741,7,48,89,1,378.66,2023-04-21
742,7,19,96,4,471.4,2024-06-03
743,8,2,68,2,664.5,2024-05-07
744,2,6,45,3,1469.28,2024-04-03
745,5,47,69,4,859.04,2023-09-02
746,5,50,120,1,498.48,2023-04-21
747,5,12,55,3,831.21,2024-09-18
748,9,35,29,1,468.79,2023-04-12
749,3,47,114,5,1073.8,2024-10-02
750,4,28,50,2,285.98,2024-12-06
751,4,14,32,1,214.24,2023-05-04
752,4,1,158,2,332.7,2024-01-05
753,10,39,142,1,271.84,2024-07-07
754,3,31,155,2,477.64,2024-11-18
755,10,31,24,1,238.82,2024-04-04
756,1,25,48,3,866.7,2023-05-31
757,2,29,191,1,364.06,2024-04-25
758,6,24,20,2,246.02,2024-09-07
759,5,24,166,5,615.05,2023-02-14
760,5,27,32,4,920.44,2024-11-14
761,5,41,126,1,359.86,2024-01-21
762,5,3,50,5,1543.95,2023-10-16
763,2,40,187,5,1739.05,2024-03-11
764,4,33,18,3,1222.83,2024-07-20
765,5,34,32,2,161.08,2024-07-30
766,7,21,186,2,924.38,2023-01-01
767,1,13,37,3,337.92,2023-03-26
768,5,43,25,1,265.36,2023-03-18
769,3,4,11,5,1797.3,2023-09-22
770,3,20,63,5,1473.45,2024-03-05
771,2,44,129,3,1426.44,2024-03-15
772,7,2,60,5,1661.25,2024-05-01
773,10,40,124,4,1391.24,2024-03-30
774,8,18,108,1,313.33,2023-12-08
775,8,5,153,5,569.0,2024-01-07
776,10,20,93,5,1473.45,2023-08-05
777,6,31,91,4,955.28,2024-02-24
778,3,3,199,2,617.58,2024-07-07
779,6,18,63,5,1566.65,2024-05-29
780,10,44,112,3,1426.44,2024-08-16
781,10,16,195,3,1368.09,2023-03-13
782,6,44,81,3,1426.44,2024-02-19
783,9,31,73,2,477.64,2024-12-06
784,5,14,22,3,642.72,2023-04-22
785,1,50,96,5,2492.4,2024-11-13
786,3,40,85,2,695.62,2024-10-26
787,9,35,136,1,468.79,2024-10-28
788,1,7,116,1,367.38,2023-02-08
789,2,22,60,1,125.45,2023-07-15
790,10,1,16,4,665.4,2023-01-09
791,7,9,60,1,45.54,2023-01-23
792,8,24,199,5,615.05,2024-04-28
793,8,31,105,5,1194.1,2024-09-15
794,5,41,3,2,719.72,2023-12-11
795,2,27,63,2,460.22,2023-11-26
796,1,16,21,3,1368.09,2023-12-20
797,9,43,117,2,530.72,2023-04-28
798,5,44,49,2,950.96,2024-08-27
799,2,38,86,1,222.29,2024-07-01
800,1,21,135,2,924.38,2023-12-16
801,6,29,36,3,1092.18,2023-05-03
802,2,18,12,4,1253.32,2023-05-28
803,1,26,171,2,729.28,2023-09-14
804,7,7,193,3,1102.14,2024-08-15
805,3,9,62,3,136.62,2023-11-18
806,3,5,70,4,455.2,2024-04-16
807,9,7,81,1,367.38,2024-05-25
808,7,19,24,3,353.55,2024-01-13
809,7,4,70,2,718.92,2024-01-24
810,1,35,66,2,937.58,2023-05-24
811,8,40,188,4,1391.24,2023-05-10
812,4,33,60,1,407.61,2024-10-31
813,8,42,154,3,750.45,2023-01-03
814,7,33,15,4,1630.44,2023-02-17
815,10,16,66,2,912.06,2023-05-19
816,5,36,73,2,820.64,2024-02-21
817,2,23,97,3,1131.12,2024-10-31
818,1,18,122,5,1566.65,2023-12-14
819,7,10,196,5,207.5,2023-11-12
820,6,42,142,5,1250.75,2024-09-30
821,7,43,84,3,796.08,2023-07-27
822,10,17,90,2,391.36,2023-01-27
823,2,5,99,3,341.4,2024-06-29
824,7,25,18,1,288.9,2024-02-05
825,7,36,102,3,1230.96,2023-07-22
826,5,37,107,2,258.66,2024-12-08
827,2,33,12,4,1630.44,2023-04-26
828,4,25,86,4,1155.6,2023-12-06
829,9,48,103,2,757.32,2024-02-21
830,8,23,133,5,1885.2,2024-03-26
831,4,13,131,2,225.28,2023-09-17
832,5,44,32,1,475.48,2024-06-23
833,7,28,188,2,285.98,2024-07-02
834,5,8,153,1,14.08,2023-01-09
835,9,28,194,5,714.95,2024-01-20
836,3,41,169,2,719.72,2024-11-13
837,3,46,76,2,939.92,2024-11-09
838,9,22,151,5,627.25,2024-05-30
839,7,37,68,4,517.32,2023-11-09
840,6,15,18,2,473.54,2024-09-16
841,8,44,89,2,950.96,2024-08-02
842,2,12,23,3,831.21,2024-04-04
843,1,29,107,1,364.06,2023-06-03
844,3,5,143,1,113.8,2023-01-06
845,4,43,110,2,530.72,2023-01-27
846,1,34,148,2,161.08,2023-10-23
847,5,17,120,2,391.36,2023-06-13
848,9,24,178,1,123.01,2024-05-09
849,7,35,194,4,1875.16,2024-07-01
850,4,22,137,2,250.9,2023-03-17
851,10,29,200,5,1820.3,2023-01-17
852,10,6,141,1,489.76,2024-04-22
853,9,18,132,1,313.33,2024-07-06
854,5,22,14,4,501.8,2024-04-11
855,7,50,38,5,2492.4,2023-01-29
856,5,32,161,2,277.16,2024-05-21
857,7,16,31,1,456.03,2023-11-03
858,8,34,143,4,322.16,2023-09-18
859,8,9,28,1,45.54,2023-11-30
860,10,46,169,1,469.96,2023-08-27
861,8,37,36,4,517.32,2024-04-30
862,3,38,111,1,222.29,2024-03-02
863,10,41,19,4,1439.44,2024-08-06
864,5,9,71,5,227.7,2024-09-06
865,3,37,110,5,646.65,2023-10-16
866,3,28,144,4,571.96,2023-07-17
867,9,41,33,5,1799.3,2023-03-05
868,1,48,96,1,378.66,2023-07-09
869,7,39,142,4,1087.36,2023-12-01
870,9,28,137,3,428.97,2023-10-20
871,7,32,45,3,415.74,2023-08-23
872,8,16,142,5,2280.15,2023-05-24
873,6,39,128,3,815.52,2023-03-12
874,10,50,66,2,996.96,2023-12-03
875,5,39,22,1,271.84,2024-01-01
876,4,11,185,1,45.1,2023-02-16
877,9,44,81,2,950.96,2024-08-29
878,7,29,107,1,364.06,2024-07-14
879,4,3,38,2,617.58,2024-11-06
880,8,47,26,1,214.76,2023-11-16
881,7,10,38,4,166.0,2023-04-03
882,4,2,169,5,1661.25,2023-07-03
883,1,28,145,2,285.98,2023-04-12
884,6,3,120,4,1235.16,2023-01-01
885,9,48,35,3,1135.98,2023-12-19
886,10,33,11,5,2038.05,2024-05-28
887,8,29,73,1,364.06,2024-06-27
888,2,28,192,5,714.95,2023-10-31
889,4,15,28,5,1183.85,2023-01-08
890,10,8,136,4,56.32,2023-02-18
891,10,24,15,3,369.03,2024-04-25
892,8,41,70,3,1079.58,2024-08-29
893,10,48,47,1,378.66,2023-12-21
894,4,47,63,5,1073.8,2024-02-27
895,4,3,38,4,1235.16,2023-10-27
896,8,17,17,1,195.68,2023-08-02
897,4,36,200,2,820.64,2024-07-31
898,7,9,130,4,182.16,2023-01-19
899,2,26,180,1,364.64,2024-08-11
900,8,46,57,4,1879.84,2023-12-30
901,8,9,80,4,182.16,2023-08-10
902,3,2,55,1,332.25,2023-03-11
903,2,6,126,1,489.76,2023-08-05
904,6,24,156,1,123.01,2023-11-25
905,7,35,144,3,1406.37,2023-04-21
906,10,43,195,4,1061.44,2023-10-16
907,2,31,76,5,1194.1,2024-07-29
908,3,29,159,3,1092.18,2023-01-31
909,3,9,90,2,91.08,2023-07-30
910,4,31,148,4,955.28,2024-08-10
911,9,26,66,2,729.28,2023-06-15
912,4,36,73,3,1230.96,2023-09-30
913,1,8,133,4,56.32,2023-07-22
914,5,4,197,2,718.92,2023-02-23
915,7,34,74,2,161.08,2024-02-17
916,7,47,30,5,1073.8,2023-11-02
917,3,50,27,5,2492.4,2023-03-31
918,8,22,19,4,501.8,2023-10-07
919,5,6,32,5,2448.8,2024-09-08
920,6,45,192,5,573.9,2024-12-29
921,8,25,194,3,866.7,2024-02-16
922,1,34,136,1,80.54,2024-03-05
923,1,32,114,2,277.16,2024-08-16
924,5,3,6,4,1235.16,2024-06-07
925,9,33,64,2,815.22,2024-04-12
926,1,42,139,2,500.3,2023-06-25
927,10,28,72,2,285.98,2024-01-05
928,2,34,60,2,161.08,2024-09-04
929,2,39,141,2,543.68,2024-06-19
930,10,30,109,1,405.86,2023-11-12
931,3,31,60,1,238.82,2023-05-30
932,9,27,196,1,230.11,2023-07-13
933,2,43,199,5,1326.8,2023-10-25
934,8,18,112,4,1253.32,2024-10-22
935,2,11,114,2,90.2,2024-12-09
936,4,16,34,3,1368.09,2023-10-06
937,2,2,27,1,332.25,2024-07-27
938,8,49,62,4,632.88,2024-01-14
939,4,40,11,5,1739.05,2023-07-19
940,7,11,122,1,45.1,2024-02-23
941,8,22,46,4,501.8,2023-06-01
942,10,41,180,5,1799.3,2023-04-01
943,1,28,107,3,428.97,2024-06-02
944,9,21,70,3,1386.57,2024-07-06
945,1,38,47,2,444.58,2023-09-18
946,8,19,181,1,117.85,2024-05-29
947,2,39,85,5,1359.2,2023-08-23
948,3,21,108,1,462.19,2023-10-15
949,8,20,55,1,294.69,2023-06-28
950,7,44,193,2,950.96,2024-10-31
951,10,33,101,3,1222.83,2023-10-08
952,5,45,193,2,229.56,2024-03-12
953,3,31,28,2,477.64,2023-03-19
954,4,41,139,1,359.86,2024-09-13
955,10,32,70,2,277.16,2024-02-22
956,7,30,20,1,405.86,2024-07-12
957,6,18,136,5,1566.65,2024-09-12
958,7,42,159,5,1250.75,2023-11-02
959,7,6,152,4,1959.04,2024-11-10
960,2,26,118,3,1093.92,2024-11-22
961,2,16,76,2,912.06,2023-05-16
962,7,25,86,1,288.9,2024-05-30
963,2,1,114,1,166.35,2023-09-10
964,3,27,60,1,230.11,2023-02-09
965,7,49,59,5,791.1,2023-12-30
966,6,42,175,2,500.3,2023-07-21
967,10,42,107,4,1000.6,2023-01-13
968,4,23,111,3,1131.12,2024-03-23
969,4,39,169,1,271.84,2023-08-26
970,9,2,67,5,1661.25,2024-06-25
971,8,7,54,2,734.76,2023-01-01
972,4,6,34,1,489.76,2024-04-25
973,9,30,137,1,405.86,2023-07-19
974,8,26,145,4,1458.56,2023-07-29
975,1,41,162,2,719.72,2023-02-11
976,6,12,115,3,831.21,2023-01-13
977,5,21,100,4,1848.76,2023-11-19
978,4,18,26,3,939.99,2023-07-29
979,7,35,89,5,2343.95,2024-06-09
980,9,1,93,1,166.35,2023-09-28
981,3,12,10,4,1108.28,2023-05-03
982,2,11,148,4,180.4,2023-07-12
983,2,31,51,2,477.64,2023-02-08
984,5,11,125,5,225.5,2024-08-09
985,9,17,72,5,978.4,2024-08-22
986,4,27,41,5,1150.55,2023-01-16
987,8,16,117,5,2280.15,2024-07-18
988,8,31,167,3,716.46,2023-05-01
989,4,50,16,1,498.48,2024-06-12
990,6,34,129,4,322.16,2024-07-26
991,1,32,31,5,692.9,2024-12-18
992,2,15,163,2,473.54,2024-07-24
993,6,37,93,2,258.66,2024-05-16
994,8,24,194,2,246.02,2023-02-08
995,8,39,165,2,543.68,2023-11-02
996,9,30,55,3,1217.58,2023-05-14
997,7,47,68,1,214.76,2023-05-17
998,7,3,101,5,1543.95,2023-06-05
999,7,24,119,3,369.03,2023-02-06
1000,7,39,130,4,1087.36,2023-02-20
1001,7,6,135,5,2448.8,2024-12-26
1002,9,13,146,4,450.56,2023-03-20
1003,8,14,121,2,428.48,2023-06-16
1004,6,26,80,4,1458.56,2023-10-13
1005,6,13,40,3,337.92,2023-10-06
1006,10,31,170,4,955.28,2023-05-26
1007,9,7,23,3,1102.14,2024-02-21
1008,8,16,112,2,912.06,2023-06-24
1009,10,34,75,1,80.54,2024-12-25
1010,9,5,22,1,113.8,2024-10-06
1011,4,12,163,1,277.07,2024-08-30
1012,10,47,62,3,644.28,2024-07-28
1013,9,26,94,1,364.64,2024-06-28
1014,4,17,28,1,195.68,2023-12-11
1015,6,15,104,4,947.08,2023-04-11
1016,2,4,86,5,1797.3,2023-04-03
1017,2,25,31,4,1155.6,2023-10-25
1018,2,26,157,3,1093.92,2023-07-12
1019,9,15,39,1,236.77,2023-06-30
1020,2,1,157,1,166.35,2023-09-18
1021,7,29,34,5,1820.3,2023-10-24
1022,5,11,63,2,90.2,2023-04-21
1023,5,34,7,5,402.7,2023-10-30
1024,4,36,24,3,1230.96,2023-11-26
1025,5,24,45,2,246.02,2024-11-13
1026,3,4,152,1,359.46,2023-09-02
1027,1,48,42,5,1893.3,2023-03-07
1028,10,37,186,1,129.33,2023-12-03
1029,1,24,121,1,123.01,2023-04-27
1030,8,2,19,4,1329.0,2023-03-17
1031,4,31,170,2,477.64,2023-09-18
1032,1,3,129,4,1235.16,2023-08-15
1033,8,33,196,2,815.22,2023-03-13
1034,2,31,172,4,955.28,2023-09-13
1035,7,41,56,3,1079.58,2024-01-03
1036,8,37,27,1,129.33,2023-09-11
1037,6,13,24,2,225.28,2024-06-05
1038,8,20,21,3,884.07,2024-02-14
1039,8,41,23,1,359.86,2024-02-14
1040,1,41,107,1,359.86,2024-09-17
1041,4,14,71,5,1071.2,2023-08-04
1042,8,32,12,3,415.74,2024-07-28
1043,2,43,26,3,796.08,2024-06-20
1044,10,35,53,2,937.58,2024-04-08
1045,7,8,110,4,56.32,2023-04-13
1046,5,29,152,3,1092.18,2024-12-14
1047,9,14,66,5,1071.2,2023-10-25
1048,9,31,163,5,1194.1,2024-01-24
1049,6,31,120,5,1194.1,2024-11-12
1050,4,15,72,5,1183.85,2024-10-05
1051,5,7,1,5,1836.9,2024-06-26
1052,9,16,126,1,456.03,2024-12-30
1053,6,17,198,3,587.04,2023-04-24
1054,5,16,68,5,2280.15,2024-07-02
1055,4,35,90,3,1406.37,2023-02-01
1056,9,20,134,3,884.07,2023-10-28
1057,2,32,179,2,277.16,2024-05-22
1058,8,21,49,4,1848.76,2024-09-13
1059,8,10,181,3,124.5,2023-09-08
1060,6,14,137,3,642.72,2024-02-15
1061,2,9,162,4,182.16,2023-01-29
1062,6,29,13,2,728.12,2024-06-29
1063,5,31,184,5,1194.1,2023-09-27
1064,5,6,91,3,1469.28,2024-07-29
1065,4,12,136,1,277.07,2024-09-14
1066,8,6,36,4,1959.04,2023-11-02
1067,8,30,33,4,1623.44,2024-10-17
1068,9,38,114,3,666.87,2023-09-25
1069,2,15,45,1,236.77,2024-05-16
1070,10,28,146,4,571.96,2024-07-23
1071,6,27,118,3,690.33,2024-10-29
1072,2,38,71,4,889.16,2024-05-15
1073,9,46,122,5,2349.8,2024-10-06
1074,6,9,18,3,136.62,2023-04-22
1075,4,1,154,1,166.35,2024-04-28
1076,1,33,58,4,1630.44,2023-11-19
1077,7,22,145,3,376.35,2023-07-26
1078,8,2,18,2,664.5,2023-12-12
1079,4,28,81,3,428.97,2024-08-07
1080,2,30,173,4,1623.44,2024-08-30
1081,5,1,177,5,831.75,2023-03-22
1082,1,24,4,5,615.05,2023-02-11
1083,3,50,175,2,996.96,2024-09-18
1084,1,25,87,2,577.8,2024-06-22
1085,4,9,20,2,91.08,2023-12-24
1086,7,44,98,1,475.48,2024-03-17
1087,5,31,54,4,955.28,2023-12-08
1088,7,16,144,3,1368.09,2023-07-06
1089,8,42,103,3,750.45,2024-01-26
1090,1,13,192,3,337.92,2023-11-16
1091,4,44,81,4,1901.92,2024-09-10
1092,6,31,187,2,477.64,2024-11-04
1093,9,37,164,4,517.32,2023-10-25
1094,7,33,178,1,407.61,2023-09-11
1095,8,15,183,4,947.08,2024-10-15
1096,1,27,182,5,1150.55,2024-03-09
1097,10,43,54,2,530.72,2023-10-08
1098,2,19,64,2,235.7,2023-10-03
1099,3,20,163,2,589.38,2023-02-18
1100,9,42,182,3,750.45,2023-07-07
1101,7,24,35,2,246.02,2024-03-05
1102,6,37,130,4,517.32,2024-05-17
1103,6,3,124,2,617.58,2024-03-14
1104,10,20,106,2,589.38,2024-01-14
1105,9,24,173,2,246.02,2024-04-29
1106,1,4,25,3,1078.38,2024-02-16
1107,9,47,80,3,644.28,2023-10-25
1108,1,7,52,5,1836.9,2023-08-18
1109,9,43,69,2,530.72,2024-06-25
1110,1,11,21,1,45.1,2023-02-21
1111,5,17,162,1,195.68,2023-08-26
1112,5,17,50,2,391.36,2024-08-16
1113,6,19,184,2,235.7,2023-07-17
1114,6,32,128,4,554.32,2024-06-26
1115,8,10,174,4,166.0,2023-03-22
1116,1,6,29,3,1469.28,2023-01-17
1117,4,11,87,4,180.4,2023-12-31
1118,10,24,84,2,246.02,2024-08-03
1119,1,41,29,1,359.86,2023-07-26
1120,5,33,4,5,2038.05,2024-11-28
1121,3,38,162,5,1111.45,2024-09-05
1122,9,6,173,1,489.76,2024-12-10
1123,10,38,198,2,444.58,2023-01-30
1124,10,24,91,4,492.04,2024-12-15
1125,9,44,64,4,1901.92,2024-02-16
1126,3,21,64,5,2310.95,2024-02-05
1127,1,25,84,4,1155.6,2023-09-22
1128,4,39,132,1,271.84,2024-06-05
1129,5,16,159,5,2280.15,2024-12-03
1130,6,9,171,5,227.7,2023-08-21
1131,3,22,88,2,250.9,2024-07-28
1132,4,30,187,3,1217.58,2024-07-04
1133,10,20,178,1,294.69,2024-11-15
1134,3,20,177,4,1178.76,2024-09-06
1135,6,10,99,1,41.5,2023-06-16
1136,5,29,39,1,364.06,2024-03-25
1137,5,8,111,1,14.08,2023-04-16
1138,10,6,35,2,979.52,2023-08-03
1139,5,47,9,2,429.52,2023-02-12
1140,5,30,39,3,1217.58,2023-08-10
1141,4,37,122,2,258.66,2023-02-01
1142,7,1,27,4,665.4,2024-10-12
1143,5,19,179,4,471.4,2023-08-27
1144,8,3,22,3,926.37,2024-01-12
1145,7,15,32,2,473.54,2023-07-29
1146,7,7,193,5,1836.9,2024-03-26
1147,8,4,163,2,718.92,2023-02-22
1148,10,6,20,3,1469.28,2023-10-13
1149,7,4,75,5,1797.3,2024-08-20
1150,6,23,75,1,377.04,2023-02-02
1151,5,50,8,2,996.96,2023-05-24
1152,5,5,174,4,455.2,2024-07-31
1153,7,17,126,5,978.4,2024-09-22
1154,8,9,148,1,45.54,2024-11-05
1155,9,38,41,4,889.16,2024-10-04
1156,4,10,77,1,41.5,2023-01-27
1157,8,37,53,4,517.32,2023-07-10
1158,8,26,145,1,364.64,2023-02-28
1159,9,31,151,2,477.64,2024-12-21
1160,3,30,67,3,1217.58,2024-12-07
1161,6,31,80,1,238.82,2024-04-12
1162,6,20,55,3,884.07,2023-02-25
1163,4,48,41,2,757.32,2024-11-23
1164,10,44,29,2,950.96,2023-07-26
1165,1,47,180,1,214.76,2024-06-26
1166,2,34,192,1,80.54,2024-02-15
1167,8,20,97,1,294.69,2023-06-12
1168,7,17,138,4,782.72,2024-04-20
1169,7,1,107,5,831.75,2024-04-20
1170,9,47,178,1,214.76,2023-11-02
1171,4,43,106,1,265.36,2023-07-13
1172,5,16,102,3,1368.09,2023-11-13
1173,1,31,191,4,955.28,2023-10-03
1174,5,28,164,3,428.97,2024-04-26
1175,9,39,162,4,1087.36,2023-12-27
1176,7,40,98,4,1391.24,2023-12-16
1177,8,3,13,2,617.58,2023-06-22
1178,8,47,72,1,214.76,2023-02-20
1179,7,17,134,1,195.68,2023-05-27
1180,1,20,151,3,884.07,2024-01-01
1181,4,40,168,1,347.81,2023-12-19
1182,8,40,90,4,1391.24,2023-09-07
1183,10,11,104,2,90.2,2024-04-18
1184,10,46,19,2,939.92,2023-08-21
1185,1,25,66,4,1155.6,2024-05-23
1186,5,16,190,1,456.03,2023-05-28
1187,10,21,92,5,2310.95,2023-04-19
1188,2,9,78,1,45.54,2024-12-11
1189,7,18,183,5,1566.65,2024-03-19
1190,9,42,176,2,500.3,2023-10-27
1191,5,16,161,3,1368.09,2023-03-18
1192,5,1,92,5,831.75,2024-09-03
1193,2,44,31,3,1426.44,2024-03-14
1194,4,9,110,3,136.62,2024-09-13
1195,4,22,147,3,376.35,2023-01-01
1196,3,7,174,4,1469.52,2023-04-30
1197,2,34,199,1,80.54,2023-10-12
1198,7,47,77,3,644.28,2024-07-30
1199,4,39,160,3,815.52,2024-09-08
1200,6,19,17,3,353.55,2024-04-09
1201,1,15,90,5,1183.85,2023-12-26
1202,8,20,40,2,589.38,2024-09-19
1203,1,13,197,5,563.2,2023-09-12
1204,1,38,186,1,222.29,2024-08-14
1205,5,26,190,5,1823.2,2023-08-15
1206,2,16,52,3,1368.09,2023-11-13
1207,8,30,62,2,811.72,2024-04-18
1208,5,41,27,2,719.72,2023-02-18
1209,2,48,185,2,757.32,2024-10-17
1210,1,22,91,2,250.9,2023-08-19
1211,10,37,16,4,517.32,2023-09-02
1212,6,3,94,3,926.37,2024-03-28
1213,9,10,32,2,83.0,2023-04-04
1214,8,6,103,2,979.52,2023-01-05
1215,1,44,183,3,1426.44,2024-01-19
1216,4,29,27,1,364.06,2024-05-30
1217,6,50,43,3,1495.44,2023-10-27
1218,3,18,173,5,1566.65,2023-05-28
1219,1,28,198,2,285.98,2023-03-14
1220,2,17,22,3,587.04,2023-11-22
1221,2,9,87,1,45.54,2024-05-03
1222,6,19,24,4,471.4,2023-09-12
1223,1,2,171,1,332.25,2023-08-26
1224,3,15,125,1,236.77,2023-07-04
1225,10,2,60,5,1661.25,2024-09-03
1226,6,31,13,5,1194.1,2023-11-09
1227,10,39,175,1,271.84,2023-05-17
1228,9,20,73,2,589.38,2024-08-30
1229,1,20,137,2,589.38,2024-01-10
1230,8,32,60,3,415.74,2023-06-16
1231,9,13,141,5,563.2,2023-02-09
1232,10,45,87,4,459.12,2023-02-14
1233,5,6,116,5,2448.8,2023-01-17
1234,10,48,132,3,1135.98,2023-03-30
1235,6,35,136,4,1875.16,2024-01-24
1236,2,24,157,2,246.02,2024-09-29
1237,6,49,91,2,316.44,2023-02-16
1238,5,47,120,4,859.04,2023-10-16
1239,7,22,146,3,376.35,2024-02-04
1240,9,40,138,1,347.81,2024-03-19
1241,9,40,106,2,695.62,2024-05-31
1242,4,49,54,5,791.1,2024-01-08
1243,9,7,6,5,1836.9,2024-01-04
1244,7,21,109,3,1386.57,2024-05-04
1245,2,14,168,4,856.96,2023-08-19
1246,2,48,30,5,1893.3,2023-07-08
1247,6,9,150,5,227.7,2023-10-08
1248,3,50,10,2,996.96,2024-12-19
1249,10,17,153,2,391.36,2024-07-18
1250,3,47,161,1,214.76,2023-05-23
1251,2,36,111,2,820.64,2023-04-02
1252,6,8,140,5,70.4,2024-11-20
1253,4,20,87,3,884.07,2024-07-02
1254,9,15,10,2,473.54,2023-03-26
1255,3,21,139,2,924.38,2023-03-01
1256,2,7,133,5,1836.9,2023-06-29
1257,2,11,138,4,180.4,2023-06-21
1258,10,43,166,4,1061.44,2024-05-20
1259,4,18,79,5,1566.65,2023-01-01
1260,8,29,53,3,1092.18,2023-12-10
1261,2,50,179,5,2492.4,2023-08-16
1262,4,35,184,2,937.58,2024-01-28
1263,7,15,119,3,710.31,2023-07-18
1264,4,12,96,2,554.14,2023-11-07
1265,2,14,43,4,856.96,2024-03-02
1266,5,9,63,5,227.7,2023-10-31
1267,2,48,135,1,378.66,2024-09-24
1268,7,10,175,2,83.0,2023-08-17
1269,4,37,54,4,517.32,2024-07-24
1270,8,19,133,3,353.55,2024-06-16
1271,9,46,138,5,2349.8,2023-02-17
1272,10,37,67,1,129.33,2024-12-07
1273,9,45,43,2,229.56,2023-04-04
1274,9,16,102,1,456.03,2023-02-26
1275,9,1,10,3,499.05,2024-11-27
1276,6,13,38,2,225.28,2024-10-31
1277,3,39,34,5,1359.2,2024-06-03
1278,10,22,44,4,501.8,2024-04-05
1279,2,9,170,4,182.16,2023-04-13
1280,7,42,126,3,750.45,2023-01-26
1281,4,21,43,2,924.38,2023-09-06
1282,9,36,189,3,1230.96,2023-06-13
1283,5,23,120,5,1885.2,2024-09-03
1284,8,36,192,3,1230.96,2024-03-20
1285,6,11,98,4,180.4,2024-03-25
1286,7,5,132,1,113.8,2024-01-15
1287,7,42,90,4,1000.6,2023-09-07
1288,9,1,58,5,831.75,2023-04-22
1289,6,41,120,4,1439.44,2023-11-22
1290,1,9,187,1,45.54,2023-09-12
1291,1,35,59,4,1875.16,2024-04-07
1292,4,46,71,5,2349.8,2023-07-13
1293,5,8,83,1,14.08,2024-03-09
1294,6,15,100,1,236.77,2024-12-01
1295,2,41,115,5,1799.3,2023-02-08
